name,state,revenue,federal_revenue,state_revenue,local_revenue,expenses
WAYNESBORO CITY PBLC SCHS,Virginia,37030,3425,15870,17735,35348
WEST POINT PBLC SCHS,Virginia,9347,332,4335,4680,9292
WESTMORELAND CO PBLC SCHS,Virginia,19460,1674,8525,9261,18891
WILLIAMSBURG-JAMES CITY PBLC SCHS,Virginia,136007,5708,41758,88541,135574
WINCHESTER CITY PBLC SCHS,Virginia,52946,3842,19843,29261,57829
WISE CO PBLC SCHS,Virginia,65827,6097,37584,22146,83162
WYTHE CO PBLC SCHS,Virginia,50479,3756,23278,23445,49011
YORK CO PBLC SCHS,Virginia,127374,14538,56230,56606,132768
ENUMCLAW SCHOOL DISTRICT,Washington,48866,2244,29872,16750,45317
INCHELIUM SCHOOL DISTRICT,Washington,3863,1484,2289,90,3839
KELSO SCHOOL DISTRICT,Washington,51736,4582,35617,11537,51195
NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171,Washington,12822,2713,1648,8461,3618
EDUCATIONAL SERVICE DISTRICT 112,Washington,45866,8289,17744,19833,13339
PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121,Washington,67428,35407,19344,12677,20216
OLYMPIC EDUCATIONAL SERVICE DISTRICT 114,Washington,15207,5197,3371,6639,4547
NORTHWEST EDUCATIONAL SERVICE DISTRICT 189,Washington,21239,1730,2776,16733,6129
EDUCATIONAL SERVICE DISTRICT 101,Washington,14871,2751,4215,7905,4520
EDUCATIONAL SERVICE DISTRICT 113,Washington,29024,8121,6373,14530,8219
EDUCATIONAL SERVICE DISTRICT 123,Washington,8634,2956,1829,3849,2413
EDUCATIONAL SERVICE DISTRICT 105,Washington,13521,3275,2210,8036,4070
ABERDEEN SCHOOL DISTRICT,Washington,40481,4441,27153,8887,38865
ADNA SCHOOL DISTRICT,Washington,6169,443,4589,1137,5878
ALMIRA SCHOOL DISTRICT,Washington,2268,98,1925,245,2504
ANACORTES SCHOOL DISTRICT,Washington,29821,1405,17315,11101,28392
ARLINGTON SCHOOL DISTRICT,Washington,57222,2650,36329,18243,54866
ASOTIN-ANATONE SCHOOL DISTRICT,Washington,6923,448,4810,1665,6752
AUBURN SCHOOL DISTRICT,Washington,183363,13240,106794,63329,221292
BAINBRIDGE ISLAND SCHOOL DISTRICT,Washington,48069,2305,24469,21295,46677
BATTLE GROUND SCHOOL DISTRICT,Washington,136114,7390,93554,35170,136312
BELLEVUE SCHOOL DISTRICT,Washington,281969,10501,118627,152841,329343
BELLINGHAM SCHOOL DISTRICT,Washington,133394,7387,71974,54033,134290
BENGE SCHOOL DISTRICT,Washington,376,18,325,33,352
BETHEL SCHOOL DISTRICT,Washington,204033,12687,135754,55592,225755
BICKLETON SCHOOL DISTRICT,Washington,3358,62,1672,1624,3293
BLAINE SCHOOL DISTRICT,Washington,27423,1680,14955,10788,23492
BOISTFORT SCHOOL DISTRICT,Washington,1319,120,919,280,1418
BREMERTON SCHOOL DISTRICT,Washington,62040,5863,37590,18587,58231
BREWSTER SCHOOL DISTRICT,Washington,10693,1838,7515,1340,10526
BRIDGEPORT SCHOOL DISTRICT,Washington,8470,1301,6749,420,8453
BRINNON SCHOOL DISTRICT,Washington,919,101,526,292,867
BURLINGTON-EDISON SCHOOL DISTRICT,Washington,46520,3425,26573,16522,40256
CAMAS SCHOOL DISTRICT,Washington,76717,2156,42322,32239,66720
CAPE FLATTERY SCHOOL DISTRICT,Washington,8481,2456,5109,916,7821
CARBONADO SCHOOL DISTRICT,Washington,2373,93,1472,808,2068
CASCADE SCHOOL DISTRICT,Washington,14293,1002,9037,4254,15522
CASHMERE SCHOOL DISTRICT,Washington,16194,1148,10652,4394,15042
CASTLE ROCK SCHOOL DISTRICT,Washington,13337,1123,9675,2539,13091
CENTERVILLE SCHOOL DISTRICT,Washington,1057,71,645,341,1030
CENTRAL KITSAP SCHOOL DISTRICT,Washington,137777,13809,86346,37622,143508
CENTRAL VALLEY SCHOOL DISTRICT,Washington,138706,7242,91659,39805,131353
CENTRALIA SCHOOL DISTRICT,Washington,37513,3651,26495,7367,37243
CHEHALIS SCHOOL DISTRICT,Washington,31756,2387,22241,7128,32073
LAKE CHELAN SCHOOL DISTRICT,Washington,17608,1669,10836,5103,17436
CHENEY SCHOOL DISTRICT,Washington,49414,3662,30268,15484,49142
CHEWELAH SCHOOL DISTRICT,Washington,9234,1169,6541,1524,9545
CHIMACUM SCHOOL DISTRICT,Washington,13313,944,7978,4391,13905
CLARKSTON SCHOOL DISTRICT,Washington,28520,2569,19695,6256,28066
CLE ELUM-ROSLYN SCHOOL DISTRICT,Washington,11049,749,5776,4524,10175
QUEETS-CLEARWATER SCHOOL DISTRICT,Washington,1004,284,619,101,1100
CLOVER PARK SCHOOL DISTRICT,Washington,246406,82767,135051,28588,252000
COLFAX SCHOOL DISTRICT,Washington,7566,385,4783,2398,7110
COLLEGE PLACE SCHOOL DISTRICT,Washington,12885,1029,6340,5516,38545
COLTON SCHOOL DISTRICT,Washington,3006,96,1994,916,3645
COLUMBIA (STEVENS) SCHOOL DISTRICT,Washington,3029,410,2404,215,3069
COLUMBIA (WALLA WALLA) SCHOOL DISTRICT,Washington,10943,550,6256,4137,9934
COLVILLE SCHOOL DISTRICT,Washington,19270,1699,14576,2995,19170
CONCRETE SCHOOL DISTRICT,Washington,7200,754,4695,1751,7585
CONWAY SCHOOL DISTRICT,Washington,6587,223,4106,2258,13947
COSMOPOLIS SCHOOL DISTRICT,Washington,2003,159,972,872,1802
COUPEVILLE SCHOOL DISTRICT,Washington,11722,556,6220,4946,10367
CRESCENT SCHOOL DISTRICT,Washington,3517,291,2603,623,3709
CRESTON SCHOOL DISTRICT,Washington,2353,92,1774,487,2309
CURLEW SCHOOL DISTRICT,Washington,2849,349,2214,286,2855
CUSICK SCHOOL DISTRICT,Washington,3599,538,2598,463,3702
DAMMAN SCHOOL DISTRICT,Washington,577,16,334,227,496
DARRINGTON SCHOOL DISTRICT,Washington,6364,637,3866,1861,5554
DAVENPORT SCHOOL DISTRICT,Washington,7214,399,4813,2002,6864
DAYTON SCHOOL DISTRICT,Washington,5964,394,3991,1579,6181
DEER PARK SCHOOL DISTRICT,Washington,27074,1880,19222,5972,24483
DIERINGER SCHOOL DISTRICT,Washington,19361,493,9548,9320,16910
DIXIE SCHOOL DISTRICT,Washington,818,58,490,270,768
EAST VALLEY SCHOOL DISTRICT (SPOKANE),Washington,47660,3067,33789,10804,46610
EASTMONT SCHOOL DISTRICT,Washington,77308,5870,55940,15498,73172
EASTON SCHOOL DISTRICT,Washington,2578,117,1677,784,2185
EATONVILLE SCHOOL DISTRICT,Washington,20817,937,12631,7249,22912
EDMONDS SCHOOL DISTRICT,Washington,244934,11588,135979,97367,239419
ELLENSBURG SCHOOL DISTRICT,Washington,32832,2227,20239,10366,30577
ELMA SCHOOL DISTRICT,Washington,16753,1274,11442,4037,15966
ENDICOTT SCHOOL DISTRICT,Washington,2363,74,1934,355,2459
ENTIAT SCHOOL DISTRICT,Washington,4931,378,3408,1145,5032
EPHRATA SCHOOL DISTRICT,Washington,24412,2093,17661,4658,23889
EVALINE SCHOOL DISTRICT,Washington,786,38,340,408,561
EVERETT SCHOOL DISTRICT,Washington,243336,13519,142843,86974,225066
EVERGREEN SCHOOL DISTRICT (CLARK),Washington,307782,18144,210120,79518,293075
EVERGREEN SCHOOL DISTRICT (STEVENS),Washington,491,76,412,3,454
FEDERAL WAY SCHOOL DISTRICT,Washington,264964,20621,157848,86495,243841
FERNDALE SCHOOL DISTRICT,Washington,56886,3957,34658,18271,55754
FIFE SCHOOL DISTRICT,Washington,40339,2424,23200,14715,37448
FINLEY SCHOOL DISTRICT,Washington,10367,886,7435,2046,10363
FRANKLIN PIERCE SCHOOL DISTRICT,Washington,93613,8804,56780,28029,89118
FREEMAN SCHOOL DISTRICT,Washington,10425,323,6619,3483,9911
GARFIELD SCHOOL DISTRICT,Washington,2481,136,1946,399,2452
GLENWOOD SCHOOL DISTRICT,Washington,2009,89,1690,230,2086
GOLDENDALE SCHOOL DISTRICT,Washington,11416,955,6967,3494,11683
GRAND COULEE DAM SCHOOL DISTRICT,Washington,29068,2029,25630,1409,29273
GRANDVIEW SCHOOL DISTRICT,Washington,36981,5163,28014,3804,36128
GRANGER SCHOOL DISTRICT,Washington,16622,3015,12526,1081,16139
GRANITE FALLS SCHOOL DISTRICT,Washington,25414,1168,15183,9063,24316
GRAPEVIEW SCHOOL DISTRICT,Washington,2669,159,1329,1181,3291
GREAT NORTHERN SCHOOL DISTRICT,Washington,631,35,417,179,735
GREEN MOUNTAIN SCHOOL DISTRICT,Washington,1521,65,1004,452,1768
GRIFFIN SCHOOL DISTRICT,Washington,9132,276,4526,4330,7942
HARRINGTON SCHOOL DISTRICT,Washington,2468,96,1798,574,2444
COULEE-HARTLINE SCHOOL DISTRICT,Washington,3613,175,2257,1181,3283
HIGHLAND SCHOOL DISTRICT,Washington,13682,1559,9661,2462,13030
HIGHLINE SCHOOL DISTRICT,Washington,253887,24146,136242,93499,239500
HOCKINSON SCHOOL DISTRICT,Washington,21088,717,12998,7373,17756
HOOD CANAL SCHOOL DISTRICT,Washington,5519,743,2537,2239,4697
HOQUIAM SCHOOL DISTRICT,Washington,20466,2057,13042,5367,18701
INDEX SCHOOL DISTRICT,Washington,773,71,495,207,715
ISSAQUAH SCHOOL DISTRICT,Washington,229157,6274,112213,110670,245439
KAHLOTUS SCHOOL DISTRICT,Washington,2044,84,1746,214,1941
KALAMA SCHOOL DISTRICT,Washington,9138,407,6154,2577,8748
KELLER SCHOOL DISTRICT,Washington,1057,439,586,32,1121
KENNEWICK SCHOOL DISTRICT,Washington,185322,13827,133524,37971,184549
KENT SCHOOL DISTRICT,Washington,312087,23376,184047,104664,297943
KETTLE FALLS SCHOOL DISTRICT,Washington,9022,750,6862,1410,9179
KIONA-BENTON CITY SCHOOL DISTRICT,Washington,16455,1259,11449,3747,15938
KITTITAS SCHOOL DISTRICT,Washington,7859,445,5032,2382,7332
KLICKITAT SCHOOL DISTRICT,Washington,2456,207,2101,148,2268
LA CONNER SCHOOL DISTRICT,Washington,11157,2561,4461,4135,18004
LACROSSE SCHOOL DISTRICT,Washington,2887,77,1757,1053,2946
LA CENTER SCHOOL DISTRICT,Washington,15793,408,10634,4751,15455
LAKE STEVENS SCHOOL DISTRICT,Washington,85254,3565,56646,25043,84027
LAKE WASHINGTON SCHOOL DISTRICT,Washington,339148,12529,175354,151265,303471
LAKEWOOD SCHOOL DISTRICT,Washington,27096,1172,15700,10224,26631
LAMONT SCHOOL DISTRICT,Washington,715,44,521,150,788
LIBERTY SCHOOL DISTRICT,Washington,6261,360,3755,2146,5857
LIND SCHOOL DISTRICT,Washington,4487,256,3422,809,6383
LONGVIEW SCHOOL DISTRICT,Washington,76140,6700,46787,22653,75198
LOON LAKE SCHOOL DISTRICT,Washington,2350,323,1323,704,2255
LOPEZ SCHOOL DISTRICT,Washington,4380,221,2437,1722,4123
RIVERVIEW SCHOOL DISTRICT,Washington,36843,1245,20639,14959,35333
LYLE SCHOOL DISTRICT,Washington,3645,268,2451,926,3319
LYNDEN SCHOOL DISTRICT,Washington,27217,1822,18853,6542,26903
MABTON SCHOOL DISTRICT,Washington,10410,1640,8169,601,10499
MANSFIELD SCHOOL DISTRICT,Washington,2112,132,1802,178,2028
MANSON SCHOOL DISTRICT,Washington,8672,1073,5440,2159,8211
MARY M KNIGHT SCHOOL DISTRICT,Washington,3060,208,2166,686,3147
MARY WALKER SCHOOL DISTRICT,Washington,6140,755,4678,707,6363
MARYSVILLE SCHOOL DISTRICT,Washington,133947,9292,88848,35807,128251
MCCLEARY SCHOOL DISTRICT,Washington,3641,298,2097,1246,3394
MEAD SCHOOL DISTRICT,Washington,95644,4727,66414,24503,93838
MEDICAL LAKE SCHOOL DISTRICT,Washington,20564,3171,14107,3286,19755
MERCER ISLAND SCHOOL DISTRICT,Washington,57061,1283,27123,28655,54332
MERIDIAN SCHOOL DISTRICT,Washington,22537,1093,15602,5842,21871
METHOW VALLEY SCHOOL DISTRICT,Washington,8126,391,4637,3098,7480
MILL A SCHOOL DISTRICT,Washington,566,78,467,21,700
MONROE SCHOOL DISTRICT,Washington,74396,2917,47845,23634,67078
MONTESANO SCHOOL DISTRICT,Washington,15424,853,9038,5533,14464
MORTON SCHOOL DISTRICT,Washington,5712,806,3637,1269,5158
MOSES LAKE SCHOOL DISTRICT,Washington,99476,7098,73016,19362,95730
MOSSYROCK SCHOOL DISTRICT,Washington,6654,576,4325,1753,6217
MOUNT ADAMS SCHOOL DISTRICT,Washington,12668,4194,7711,763,12615
MOUNT BAKER SCHOOL DISTRICT,Washington,23617,2058,13828,7731,23802
MOUNT PLEASANT SCHOOL DISTRICT,Washington,532,97,392,43,692
EAST VALLEY SCHOOL DISTRICT (YAKIMA),Washington,36077,2601,24458,9018,33933
MOUNT VERNON SCHOOL DISTRICT,Washington,78962,7187,49250,22525,74543
MUKILTEO SCHOOL DISTRICT,Washington,172701,11088,105863,55750,165919
NACHES VALLEY SCHOOL DISTRICT,Washington,13522,966,9269,3287,14468
NAPAVINE SCHOOL DISTRICT,Washington,7748,531,5573,1644,7578
NASELLE-GRAYS RIVER VALLEY SCHOOL DISTRICT,Washington,6245,363,4908,974,6316
NESPELEM SCHOOL DISTRICT,Washington,3230,1703,1454,73,3128
NEWPORT SCHOOL DISTRICT,Washington,13170,1843,8020,3307,12850
NINE MILE FALLS SCHOOL DISTRICT,Washington,16502,710,10682,5110,15365
NOOKSACK VALLEY SCHOOL DISTRICT,Washington,18689,1589,11728,5372,17748
NORTH BEACH SCHOOL DISTRICT,Washington,8396,605,4713,3078,7595
NORTH FRANKLIN SCHOOL DISTRICT,Washington,24222,2783,17403,4036,25053
NORTH KITSAP SCHOOL DISTRICT,Washington,73265,5082,41497,26686,64633
NORTH MASON SCHOOL DISTRICT,Washington,23691,1601,15243,6847,26846
NORTH RIVER SCHOOL DISTRICT,Washington,1608,57,1497,54,1614
NORTH THURSTON PUBLIC SCHOOLS,Washington,157659,10863,97529,49267,157466
NORTHPORT SCHOOL DISTRICT,Washington,3342,296,2610,436,3304
NORTHSHORE SCHOOL DISTRICT,Washington,261328,10178,139008,112142,239810
OAK HARBOR SCHOOL DISTRICT,Washington,59560,8373,37085,14102,57245
OAKESDALE SCHOOL DISTRICT,Washington,2531,96,1910,525,2702
OAKVILLE SCHOOL DISTRICT,Washington,3494,552,2585,357,4133
OCEAN BEACH SCHOOL DISTRICT,Washington,13703,802,7544,5357,15124
OCOSTA SCHOOL DISTRICT,Washington,8574,865,4631,3078,9375
ODESSA SCHOOL DISTRICT,Washington,3729,211,2529,989,3635
OKANOGAN SCHOOL DISTRICT,Washington,12497,1447,8847,2203,12188
OLYMPIA SCHOOL DISTRICT,Washington,112311,5314,61972,45025,140460
OMAK SCHOOL DISTRICT,Washington,41798,2788,35469,3541,39751
ONALASKA SCHOOL DISTRICT,Washington,9492,1219,6826,1447,8737
ONION CREEK SCHOOL DISTRICT,Washington,922,118,737,67,1027
ORCAS ISLAND SCHOOL DISTRICT,Washington,9423,451,5729,3243,10519
ORCHARD PRAIRIE SCHOOL DISTRICT,Washington,848,72,663,113,798
ORIENT SCHOOL DISTRICT,Washington,1517,348,1129,40,1616
ORONDO SCHOOL DISTRICT,Washington,3208,440,1600,1168,3214
OROVILLE SCHOOL DISTRICT,Washington,7630,810,4768,2052,7832
ORTING SCHOOL DISTRICT,Washington,26040,1200,16361,8479,24373
OTHELLO SCHOOL DISTRICT,Washington,41190,4625,30824,5741,39772
PALISADES SCHOOL DISTRICT,Washington,607,102,404,101,616
PALOUSE SCHOOL DISTRICT,Washington,2837,159,2092,586,2736
PASCO SCHOOL DISTRICT,Washington,181586,17012,127594,36980,194868
PATEROS SCHOOL DISTRICT,Washington,4329,342,2856,1131,4103
PATERSON SCHOOL DISTRICT,Washington,1728,283,1057,388,1556
PE ELL SCHOOL DISTRICT,Washington,5091,377,3982,732,5077
PENINSULA SCHOOL DISTRICT,Washington,93997,4210,59573,30214,93524
PIONEER SCHOOL DISTRICT,Washington,8943,920,4955,3068,8161
POMEROY SCHOOL DISTRICT,Washington,5007,320,2941,1746,4781
PORT ANGELES SCHOOL DISTRICT,Washington,41774,3892,26967,10915,40251
PORT TOWNSEND SCHOOL DISTRICT,Washington,15212,1205,8467,5540,15076
PRESCOTT SCHOOL DISTRICT,Washington,5035,432,3511,1092,4464
PROSSER SCHOOL DISTRICT,Washington,29916,2954,22489,4473,30717
PULLMAN SCHOOL DISTRICT,Washington,27202,1168,16015,10019,31267
PUYALLUP SCHOOL DISTRICT,Washington,233189,9382,148292,75515,226188
QUILCENE SCHOOL DISTRICT,Washington,5271,278,4163,830,4493
QUILLAYUTE VALLEY SCHOOL DISTRICT,Washington,26957,1649,23115,2193,26264
LAKE QUINAULT SCHOOL DISTRICT,Washington,3479,493,2225,761,3563
QUINCY SCHOOL DISTRICT,Washington,31992,3217,19896,8879,30800
RAINIER SCHOOL DISTRICT,Washington,9388,511,5979,2898,8795
RAYMOND SCHOOL DISTRICT,Washington,8257,666,5689,1902,8225
REARDAN-EDWALL SCHOOL DISTRICT,Washington,6758,413,4872,1473,6875
RENTON SCHOOL DISTRICT,Washington,208543,15004,101515,92024,210724
REPUBLIC SCHOOL DISTRICT,Washington,4435,807,2962,666,4445
RICHLAND SCHOOL DISTRICT,Washington,121866,8015,77593,36258,125931
RIDGEFIELD SCHOOL DISTRICT,Washington,22184,668,13062,8454,53251
RITZVILLE SCHOOL DISTRICT,Washington,5005,261,2673,2071,5120
RIVERSIDE SCHOOL DISTRICT,Washington,17087,1194,12027,3866,17183
ROCHESTER SCHOOL DISTRICT,Washington,24387,1621,16794,5972,23176
ROOSEVELT SCHOOL DISTRICT,Washington,522,30,430,62,554
ROSALIA SCHOOL DISTRICT,Washington,3783,284,2524,975,3500
ROYAL SCHOOL DISTRICT,Washington,16894,1994,12552,2348,17762
SAN JUAN ISLAND SCHOOL DISTRICT,Washington,10160,430,5753,3977,9429
SATSOP SCHOOL DISTRICT,Washington,673,69,511,93,624
SEATTLE PUBLIC SCHOOLS,Washington,761141,49290,352501,359350,691235
SEDRO-WOOLLEY SCHOOL DISTRICT,Washington,52593,3638,35641,13314,49863
SELAH SCHOOL DISTRICT,Washington,40021,2838,28778,8405,63193
SELKIRK SCHOOL DISTRICT,Washington,4807,402,2769,1636,3957
SEQUIM SCHOOL DISTRICT,Washington,29661,1913,18531,9217,28008
SHAW ISLAND SCHOOL DISTRICT,Washington,273,13,259,1,317
SHELTON SCHOOL DISTRICT,Washington,48862,4292,31877,12693,45998
SHORELINE SCHOOL DISTRICT,Washington,135194,5031,74411,55752,138402
SKAMANIA SCHOOL DISTRICT,Washington,1034,179,649,206,898
SKYKOMISH SCHOOL DISTRICT,Washington,2107,114,1458,535,2032
SNOHOMISH SCHOOL DISTRICT,Washington,122290,4878,69397,48015,121804
SNOQUALMIE VALLEY SCHOOL DISTRICT,Washington,72376,2092,38914,31370,66451
SOAP LAKE SCHOOL DISTRICT,Washington,6415,1074,4274,1067,6294
SOUTH BEND SCHOOL DISTRICT,Washington,7525,689,5564,1272,7430
TUKWILA SCHOOL DISTRICT,Washington,41807,4334,20604,16869,37238
SOUTH KITSAP SCHOOL DISTRICT,Washington,95413,6198,65270,23945,90356
SOUTH WHIDBEY SCHOOL DISTRICT,Washington,17071,795,10192,6084,17498
SOUTHSIDE SCHOOL DISTRICT,Washington,2446,204,1294,948,2083
SPOKANE SCHOOL DISTRICT,Washington,374818,33210,240426,101182,413810
SPRAGUE SCHOOL DISTRICT,Washington,2505,108,2060,337,2492
ST. JOHN SCHOOL DISTRICT,Washington,3463,109,2617,737,3748
STANWOOD-CAMANO SCHOOL DISTRICT,Washington,52904,2310,30807,19787,48463
STAR SCHOOL DISTRICT,Washington,317,26,280,11,374
STARBUCK SCHOOL DISTRICT,Washington,537,42,493,2,531
STEILACOOM HIST. SCHOOL DISTRICT,Washington,35483,1869,19387,14227,35444
STEPTOE SCHOOL DISTRICT,Washington,722,23,561,138,714
STEVENSON-CARSON SCHOOL DISTRICT,Washington,11353,2134,6340,2879,11793
SULTAN SCHOOL DISTRICT,Washington,20677,1354,14293,5030,20995
SUMMIT VALLEY SCHOOL DISTRICT,Washington,1011,135,804,72,999
SUMNER SCHOOL DISTRICT,Washington,99731,4894,57857,36980,98421
SUNNYSIDE SCHOOL DISTRICT,Washington,76942,12975,60693,3274,76310
TACOMA SCHOOL DISTRICT,Washington,392075,34852,210509,146714,403272
TAHOLAH SCHOOL DISTRICT,Washington,4076,1584,2200,292,4066
TAHOMA SCHOOL DISTRICT,Washington,86993,3072,51252,32669,82145
TEKOA SCHOOL DISTRICT,Washington,2993,164,2453,376,3137
TENINO SCHOOL DISTRICT,Washington,13493,877,9306,3310,13337
THORP SCHOOL DISTRICT,Washington,3041,98,1979,964,2719
TOLEDO SCHOOL DISTRICT,Washington,7904,632,5912,1360,7786
TONASKET SCHOOL DISTRICT,Washington,11801,1252,8606,1943,11312
TOPPENISH SCHOOL DISTRICT,Washington,43447,8015,32789,2643,42353
TOUCHET SCHOOL DISTRICT,Washington,3966,218,2468,1280,4448
TOUTLE LAKE SCHOOL DISTRICT,Washington,6710,293,4708,1709,6560
TROUT LAKE SCHOOL DISTRICT,Washington,2781,100,2146,535,2774
TUMWATER SCHOOL DISTRICT,Washington,77127,3643,46022,27462,70637
UNION GAP SCHOOL DISTRICT,Washington,7666,917,4800,1949,6824
UNIVERSITY PLACE SCHOOL DISTRICT,Washington,62347,3439,37947,20961,59058
VALLEY SCHOOL DISTRICT,Washington,10700,398,7025,3277,10605
VANCOUVER SCHOOL DISTRICT,Washington,255979,19660,161162,75157,237889
VASHON ISLAND SCHOOL DISTRICT,Washington,23878,1559,12614,9705,31294
WAHKIAKUM SCHOOL DISTRICT,Washington,5440,337,3796,1307,5237
WAHLUKE SCHOOL DISTRICT,Washington,24831,4066,17801,2964,22871
WAITSBURG SCHOOL DISTRICT,Washington,4093,268,2907,918,3769
WALLA WALLA PUBLIC SCHOOLS,Washington,75482,6996,52065,16421,73093
WAPATO SCHOOL DISTRICT,Washington,50550,8707,39405,2438,51836
WARDEN SCHOOL DISTRICT,Washington,11151,1339,7759,2053,10517
WASHOUGAL SCHOOL DISTRICT,Washington,35302,2413,22437,10452,32371
WASHTUCNA SCHOOL DISTRICT,Washington,2116,59,1844,213,1921
WATERVILLE SCHOOL DISTRICT,Washington,4780,210,3068,1502,4587
WELLPINIT SCHOOL DISTRICT,Washington,7580,3109,4286,185,7154
WENATCHEE SCHOOL DISTRICT,Washington,87194,8257,62774,16163,88768
WEST VALLEY SCHOOL DISTRICT (SPOKANE),Washington,43306,2777,27035,13494,41799
WEST VALLEY SCHOOL DISTRICT (YAKIMA),Washington,50151,3169,33769,13213,49058
WHITE PASS SCHOOL DISTRICT,Washington,7199,610,3713,2876,6315
WHITE RIVER SCHOOL DISTRICT,Washington,44285,1809,25316,17160,38393
WHITE SALMON VALLEY SCHOOL DISTRICT,Washington,15023,979,10508,3536,15357
WILBUR SCHOOL DISTRICT,Washington,4161,292,2815,1054,4373
WILLAPA VALLEY SCHOOL DISTRICT,Washington,5827,332,3820,1675,4710
WILSON CREEK SCHOOL DISTRICT,Washington,2875,144,2264,467,2837
WINLOCK SCHOOL DISTRICT,Washington,8355,736,6138,1481,7555
WISHKAH VALLEY SCHOOL DISTRICT,Washington,2489,100,1247,1142,2303
WISHRAM SCHOOL DISTRICT,Washington,1915,122,1685,108,1928
WOODLAND SCHOOL DISTRICT,Washington,28546,1677,18300,8569,55314
YAKIMA SCHOOL DISTRICT,Washington,208861,21661,162260,24940,218922
YELM SCHOOL DISTRICT,Washington,59458,4214,39123,16121,55001
ZILLAH SCHOOL DISTRICT,Washington,13114,1233,9814,2067,12380
BARBOUR COUNTY SCHOOLS,West Virginia,26591,3453,19228,3910,26446
BERKELEY COUNTY SCHOOLS,West Virginia,214910,16057,131021,67832,228443
BOONE COUNTY  SCHOOLS,West Virginia,58132,5083,26547,26502,58544
BRAXTON COUNTY SCHOOLS,West Virginia,24755,3758,16164,4833,23062
BROOKE COUNTY SCHOOLS,West Virginia,39560,3489,22853,13218,39074
CABELL COUNTY SCHOOLS,West Virginia,164119,17970,91039,55110,159381
CALHOUN COUNTY SCHOOLS,West Virginia,15103,1745,11607,1751,16448
CLAY COUNTY SCHOOLS,West Virginia,22756,3263,16468,3025,22455
DODDRIDGE COUNTY SCHOOLS,West Virginia,19360,1565,7261,10534,19093
FAYETTE COUNTY SCHOOLS,West Virginia,79143,8794,49258,21091,77875
GILMER COUNTY SCHOOLS,West Virginia,11865,1455,7131,3279,11151
GRANT COUNTY SCHOOLS,West Virginia,20357,3084,10542,6731,19647
GREENBRIER COUNTY SCHOOLS,West Virginia,64427,7644,36164,20619,61906
HAMPSHIRE COUNTY SCHOOLS,West Virginia,37753,5235,24427,8091,37229
HANCOCK COUNTY SCHOOLS,West Virginia,57452,4407,36004,17041,62948
HARDY COUNTY SCHOOLS,West Virginia,28431,2707,18584,7140,38549
HARRISON COUNTY SCHOOLS,West Virginia,135329,10433,71592,53304,134066
JACKSON COUNTY SCHOOLS,West Virginia,63054,5755,40105,17194,65272
JEFFERSON COUNTY SCHOOLS,West Virginia,112327,6956,57954,47417,114856
KANAWHA COUNTY SCHOOLS,West Virginia,329650,35087,182410,112153,336646
LEWIS COUNTY SCHOOLS,West Virginia,31989,2103,19380,10506,33644
LINCOLN COUNTY SCHOOLS,West Virginia,43728,6235,29399,8094,43618
LOGAN COUNTY SCHOOLS,West Virginia,75774,7445,43065,25264,72631
MARION COUNTY SCHOOLS,West Virginia,105250,7946,59962,37342,103617
MARSHALL COUNTY SCHOOLS,West Virginia,74145,6033,22996,45116,65781
MASON COUNTY SCHOOLS,West Virginia,51674,5357,28606,17711,48968
MCDOWELL COUNTY SCHOOLS,West Virginia,49913,10308,24804,14801,49429
MERCER COUNTY SCHOOLS,West Virginia,114201,13077,75717,25407,110552
MINERAL COUNTY SCHOOLS,West Virginia,52981,5107,35082,12792,52743
MINGO COUNTY SCHOOLS,West Virginia,54704,6937,29058,18709,51993
MONONGALIA COUNTY SCHOOLS,West Virginia,143483,11315,67443,64725,133074
MONROE COUNTY SCHOOLS,West Virginia,21363,2915,14049,4399,20238
MORGAN COUNTY SCHOOLS,West Virginia,29628,2471,15355,11802,28682
NICHOLAS COUNTY SCHOOLS,West Virginia,47751,5668,29786,12297,45526
OHIO COUNTY SCHOOLS,West Virginia,67486,6586,35521,25379,66287
PENDLETON COUNTY SCHOOLS,West Virginia,20565,1316,16783,2466,20564
PLEASANTS COUNTY SCHOOLS,West Virginia,24072,1172,12748,10152,28819
POCAHONTAS COUNTY SCHOOLS,West Virginia,16430,1789,10412,4229,15313
PRESTON COUNTY SCHOOLS,West Virginia,56666,4204,40501,11961,66669
PUTNAM COUNTY SCHOOLS,West Virginia,125747,6998,73519,45230,120768
RALEIGH COUNTY SCHOOLS,West Virginia,147484,14873,86385,46226,145039
RANDOLPH COUNTY SCHOOLS,West Virginia,48906,5453,32950,10503,47196
RITCHIE COUNTY SCHOOLS,West Virginia,18197,2104,11191,4902,17513
ROANE COUNTY SCHOOLS,West Virginia,25712,4213,17828,3671,25244
SUMMERS COUNTY SCHOOLS,West Virginia,17240,2648,11809,2783,18977
TAYLOR COUNTY SCHOOLS,West Virginia,28713,3063,17532,8118,26316
TUCKER COUNTY SCHOOLS,West Virginia,12752,1265,7546,3941,12662
TYLER COUNTY SCHOOLS,West Virginia,17867,1669,10164,6034,17717
UPSHUR COUNTY SCHOOLS,West Virginia,44085,4977,27998,11110,44430
